,close,EMA_12,EMA_26,MACD,Signal,MACD_Histogram,Buy_Signal,Sell_Signal
139,236.82,237.5902551971788,237.7348804147959,-0.14462521761709013,-0.06942169462265643,-0.0752035229944337,False,False
140,238.55,237.7379082437667,237.79525964332953,-0.057351399562833194,-0.06700763561069178,0.00965623604785859,True,False
141,238.55,237.86284543703334,237.8511663364162,0.011679100617129734,-0.05127028836512749,0.06294938898225722,False,False
142,238.55,237.9685615236436,237.90293179297797,0.06562973066561995,-0.027890284558978004,0.09352001522459795,False,False
143,237.12,237.83801359692922,237.84493684534996,-0.006923248420747541,-0.023696877331331915,0.016773628910584374,False,False
144,237.04,237.71524227432474,237.78531189384256,-0.07006961951782387,-0.03297142576863031,-0.037098193749193556,False,True
145,238.0,237.75905115519785,237.8012147165209,-0.04216356132303645,-0.034809852879511535,-0.007353708443524912,False,False
146,237.08,237.65458174670587,237.74779140418602,-0.09320965748014487,-0.04648981379963821,-0.04671984368050666,False,False
147,237.08,237.56618455490496,237.6983253742463,-0.1321408193413447,-0.0636200149079795,-0.0685208044333652,False,False
148,238.0,237.6329253926119,237.72067164282063,-0.08774625020873827,-0.06844526196813125,-0.019300988240607025,False,False
149,237.52,237.61555225528699,237.70580707668574,-0.09025482139875862,-0.07280717385425672,-0.0174476475445019,False,False
150,237.04,237.5270057544736,237.6564880339683,-0.12948227949468105,-0.0841421949823416,-0.04534008451233945,False,False
151,238.0,237.5997740999392,237.68193336478544,-0.08215926484623992,-0.08374560895512127,0.0015863441088813518,True,False
152,238.0,237.66134731533316,237.7054938562828,-0.04414654094964021,-0.07582579535402506,0.03167925440438485,False,False
153,238.0,237.71344772835883,237.72730912618778,-0.01386139782894702,-0.06343291584900945,0.04957151802006243,False,False
154,237.05,237.61137884707284,237.67713807980348,-0.06575923273064177,-0.06389817922533592,-0.0018610535053058541,False,True
155,237.06,237.52655133213855,237.6314241479662,-0.1048728158276333,-0.0720931065457954,-0.032779709281837904,False,False
156,237.06,237.45477420411723,237.58909643330202,-0.13432222918478942,-0.0845389310735942,-0.04978329811119522,False,False
157,237.07,237.39557817271458,237.55064484565003,-0.1550666729354475,-0.09864447944596487,-0.056422193489482644,False,False
158,237.07,237.34548922306618,237.51504152375003,-0.16955230068384708,-0.11282604369354132,-0.05672625699030576,False,False
159,237.07,237.30310626567137,237.48207548495373,-0.17896921928235088,-0.12605467881130322,-0.052914540471047655,False,False
160,238.0,237.41032068633731,237.52044026384604,-0.11011957750872625,-0.12286765855078784,0.012748081042061585,True,False
161,238.0,237.50104058074695,237.55596320726485,-0.05492262651790725,-0.10927865214421172,0.05435602562630447,False,False
162,237.07,237.4347266452474,237.51996593265267,-0.08523928740527253,-0.10447077919642389,0.019231491791151356,False,False
163,237.08,237.38015331520933,237.48737586356728,-0.10722254835795297,-0.1050211330287297,-0.002201415329223272,False,True
164,238.26,237.51551434363864,237.5446072810808,-0.029092937442158018,-0.08983549391141536,0.060742556469257344,True,False
165,238.5,237.66697367538654,237.61537711211184,0.05159656327469975,-0.06154908247419234,0.11314564574889209,False,False
166,238.5,237.7951315714809,237.68090473343688,0.11422683804403277,-0.026393898370547324,0.1406207364145801,False,False
167,238.5,237.90357286817613,237.74157845688597,0.16199441129015213,0.011283763561592566,0.15071064772855958,False,False
168,237.09,237.77840781153367,237.69331338600554,0.0850944255281263,0.026045895954899312,0.05904852957322698,False,False
169,237.1,237.67403737899002,237.64936424630142,0.024673132688604937,0.025771343301640437,-0.0010982106130354996,False,True
170,238.46,237.79495470529923,237.70941133916799,0.08554336613124747,0.037725747867561846,0.04781761826368562,True,False
171,237.11,237.68957705833012,237.66501049922962,0.024566559100492213,0.03509391011414792,-0.010527351013655706,False,True
172,238.46,237.80810366474086,237.7238986103978,0.0842050543430446,0.04491613895992726,0.03928891538311734,True,False
173,238.46,237.90839540862686,237.77842463925722,0.1299707693696348,0.06192706504186877,0.06804370432776605,False,False
174,238.46,237.9932576534535,237.82891170301596,0.16434595043753575,0.08241084212100216,0.08193510831653358,False,False
175,238.46,238.0650641683068,237.87565898427403,0.18940518403277906,0.10380971050335755,0.08559547352942151,False,False
176,238.46,238.12582352702884,237.91894350395742,0.20688002307142028,0.12442377301697011,0.08245625005445018,False,False
177,238.45,238.17569683056286,237.95828102218277,0.2174158083800819,0.14302218008959247,0.07439362829048943,False,False
178,237.11,238.01174347201473,237.89544539090997,0.11629808110475892,0.13767736029262578,-0.021379279187866862,False,True
179,237.11,237.8730137070894,237.83726425084257,0.03574945624683323,0.11729177948346728,-0.08154232323663405,False,False
180,237.11,237.7556269829218,237.78339282485425,-0.027765841932449575,0.0882802552002839,-0.11604609713273348,False,False
181,238.0,237.79322283170305,237.79943780079097,-0.006214969087920963,0.06938121034264293,-0.07559617943056389,False,False
182,238.0,237.82503470374874,237.81429425999164,0.010740443757100593,0.057653057025534464,-0.04691261326843387,False,False
183,238.0,237.85195244163356,237.82805024073298,0.023902200900579373,0.05090288580054345,-0.02700068489996408,False,False
184,238.5,237.95165206599762,237.87782429697498,0.07382776902264254,0.05548786244496327,0.01833990657767927,True,False
185,238.5,238.03601328661335,237.92391138608792,0.11210190052543112,0.06681067006105684,0.04529123046437428,False,False
186,238.79,238.152011242519,237.98806609822955,0.16394514428944262,0.08623756490673401,0.07770757938270861,False,False
187,238.79,238.2501633590545,238.0474686094718,0.20269474958271871,0.10952900184193096,0.09316574774078776,False,False
188,238.9,238.35013822689228,238.11061908284427,0.23951914404801755,0.13552703028314828,0.10399211376486928,False,False
189,238.55,238.38088619198578,238.1431658174484,0.23772037453738903,0.15596569913399644,0.0817546754033926,False,False
190,238.55,238.40690370091107,238.17330168282257,0.23360201808850434,0.17149296292489802,0.06210905516360632,False,False
191,238.55,238.42891851615553,238.20120526187273,0.2277132542828042,0.18273702119647925,0.04497623308632495,False,False
192,239.1,238.5321618213624,238.26778264988215,0.26437917148024326,0.19906545125323205,0.06531372022701121,False,False
193,239.95,238.75029077192204,238.39239134248348,0.3578994294385609,0.23083224689029785,0.12706718254826305,False,False
194,239.0,238.78870757624173,238.4373993911884,0.35130818505334105,0.2549274345229065,0.09638075053043454,False,False
195,239.0,238.82121410297378,238.47907351035963,0.3421405926141574,0.27237006614115666,0.06977052647300075,False,False
196,241.39,239.21641193328549,238.69469769477743,0.5217142385080535,0.3222389006145361,0.19947533789351746,False,False
197,241.9,239.62927163585698,238.93212749516428,0.6971441406926999,0.39721994863016885,0.29992419206253107,False,False
198,241.9,239.97861446110977,239.1519699029299,0.8266445581798791,0.483104870540111,0.34353968763976817,False,False
199,241.9,240.27421223632365,239.35552768789805,0.9186845484256025,0.5702208061172094,0.34846374230839317,False,False
200,241.85,240.5166411230431,239.5403034147204,0.9763377083226885,0.6514441865583053,0.32489352176438324,False,False
201,241.0,240.5910040271903,239.64842908770407,0.942574939486235,0.7096703371438913,0.23290460234234378,False,False
202,241.75,240.76931109993023,239.8041010071334,0.9652100927968377,0.7607782882744806,0.2044318045223571,False,False
203,241.0,240.80480169994098,239.8926861177161,0.9121155822248852,0.7910457470645615,0.12106983516032366,False,False
204,241.0,240.83483220764236,239.97470936825565,0.8601228393867189,0.804861165528993,0.055261673857725846,False,False
205,240.25,240.74485802185126,239.9951012669034,0.7497567549478674,0.7938402834127679,-0.04408352846490049,False,True
206,241.0,240.78411063387415,240.06953821009571,0.714572423778435,0.7779867114859014,-0.06341428770746638,False,False
207,241.0,240.8173243825089,240.13846130564417,0.6788630768647295,0.7581619845616671,-0.07929890769693759,False,False
208,241.0,240.8454283236614,240.20227898670757,0.6431493369538259,0.7351594550400989,-0.09201011808627302,False,False
209,241.0,240.86920858155963,240.26136943213663,0.6078391494230004,0.7096953939166794,-0.10185624449367892,False,False
210,240.25,240.77394572285817,240.26052725197837,0.5134184708797989,0.6704400093093033,-0.1570215384295044,False,False
211,241.0,240.80872330395692,240.3153030110911,0.4934202928658351,0.6350360660206096,-0.14161577315477447,False,False
212,239.8,240.65353510334816,240.27713241767694,0.3764026856712235,0.5833093899507324,-0.20690670427950897,False,False
213,241.0,240.70683739514078,240.3306781645157,0.3761592306250918,0.5418793580856043,-0.16572012746051246,False,False
214,241.0,240.7519393343499,240.38025755973675,0.3716817746131653,0.5078398413911165,-0.13615806677795117,False,False
215,240.99,240.78856405214225,240.4254236664229,0.3631403857193618,0.47889995025676557,-0.11575956453740377,False,False
216,241.0,240.82109265950498,240.46798487631747,0.3531077831875109,0.4537415168429147,-0.10063373365540379,False,False
217,239.5,240.61784763496576,240.39628229288655,0.2215653420792023,0.40730628189017226,-0.18574093981096995,False,False
218,240.9,240.6612556911249,240.43359471563568,0.22766097548921493,0.37137722060998085,-0.14371624512076592,False,False
219,240.5,240.63644712325953,240.4385136255886,0.19793349767093105,0.3366884760221709,-0.13875497835123984,False,False
220,240.5,240.61545525814267,240.4430681718413,0.17238708630137012,0.30382819807801076,-0.13144111177664064,False,False
221,240.99,240.67307752612072,240.4835816405938,0.18949588552692376,0.28096173556779336,-0.0914658500408696,False,False
222,240.99,240.72183482979446,240.52109411166094,0.2007407181335168,0.26491753208093805,-0.06417681394742125,False,False
223,240.99,240.7630910098261,240.55582788116755,0.20726312865855334,0.2533866513964611,-0.04612352273790776,False,False
224,240.5,240.72261546985285,240.55169248256254,0.17092298729031086,0.23689391857523107,-0.06597093128492021,False,False
225,240.99,240.76375155141395,240.58415970607643,0.17959184533751227,0.22543350392768732,-0.045841658590175055,False,False
226,240.99,240.79855900504256,240.61422195007077,0.18433705497179176,0.21721421413650824,-0.03287715916471648,False,False
227,240.99,240.82801146580525,240.64205736117663,0.18595410462862105,0.21096219223493082,-0.025008087606309765,False,False
228,240.99,240.8529327787583,240.66783088997835,0.18510188877993983,0.20579013154393264,-0.02068824276399281,False,False
229,241.0,240.87555850510319,240.6924360092392,0.18312249586398366,0.20125660440794285,-0.018134108543959193,False,False
230,241.98,241.04547258124114,240.78781111966592,0.25766146157522485,0.21253757584139926,0.045123885733825586,True,False
231,240.9,241.0230921841271,240.79612140709807,0.22697077702903812,0.21542421607892706,0.011546560950111057,False,False
232,242.0,241.17338569426138,240.8852975991649,0.2880880950964979,0.22995699188244123,0.05813110321405668,False,False
233,242.0,241.30055712591349,240.9678681473749,0.3326889785385845,0.2505033892136699,0.0821855893249146,False,False
234,242.0,241.4081637219268,241.04432235868046,0.36384136324633687,0.2731709840202033,0.09067037922613358,False,False
235,241.99,241.49767699547652,241.11437255433378,0.38330444114274087,0.2951976754447108,0.08810676569803005,False,False
236,241.99,241.57341899617245,241.17923384660537,0.39418514956707895,0.31499517026918444,0.07918997929789451,False,False
237,242.0,241.63904684291515,241.24003133944942,0.39901550346573345,0.3317992369084942,0.06721626655723922,False,False
238,240.2,241.41765502092818,241.1629919809717,0.2546630399564833,0.3163719975180921,-0.06170895756160877,False,True
239,240.2,241.23032347924692,241.09165924164046,0.13866423760646285,0.28083044553576625,-0.1421662079293034,False,False
240,240.22,241.07488909782433,241.02709189040783,0.04779720741649385,0.23422379791191178,-0.18642659049541793,False,False
241,242.98,241.36798308277443,241.17175175037764,0.1962313323967919,0.22662530480888782,-0.030393972412095904,False,False
242,240.22,241.19137030080913,241.10125162072003,0.09011868008909119,0.1993239798649285,-0.10920529977583732,False,False
243,240.22,241.04192871606926,241.0359737228889,0.005954993180353085,0.1606501825280134,-0.15469518934766033,False,False
244,240.25,240.92009352898168,240.97775344711937,-0.05765991813768778,0.11698816239487318,-0.17464808053256098,False,False
245,242.85,241.21700221683065,241.11643837696238,0.100563839868272,0.11370329788955295,-0.013139458021280956,False,False
246,242.85,241.46823264501054,241.24485034903924,0.2233822959713052,0.13563909750590342,0.0877431984654018,True,False
247,240.23,241.27773531500893,241.1696762491104,0.10805906589851588,0.13012309118442592,-0.022064025285910033,False,True
248,242.58,241.47808372808447,241.27414467510224,0.20393905298223558,0.14488628354398786,0.05905276943824772,True,False
249,241.37,241.4614554622253,241.28124506953912,0.18021039268617756,0.1519511053724258,0.02825928731375177,False,False
250,242.75,241.6596930834214,241.39004173105474,0.26965135236665105,0.17549115477127086,0.09416019759538019,False,False
251,242.49,241.78743260904886,241.471520121347,0.31591248770186553,0.20357542135738982,0.11233706634447571,False,False
252,242.49,241.89551989996443,241.5469630753213,0.34855682464313986,0.23257170201453983,0.11598512262860003,False,False
