date,close,EMA_12,EMA_26,MACD,Signal,MACD_Histogram,Buy_Signal,Sell_Signal
2025-06-04 09:16:00,335.1,335.1,335.1,0.0,0.0,0.0,False,False
2025-06-04 09:17:00,334.45,335.0,335.0518518518519,-0.051851851851893116,-0.010370370370378624,-0.041481481481514496,False,True
2025-06-04 09:18:00,334.5,334.9230769230769,335.0109739368999,-0.08789701382301018,-0.025875699060904936,-0.06202131476210525,False,False
2025-06-04 09:19:00,334.0,334.7810650887574,334.93608697861106,-0.15502188985368548,-0.05170493721946105,-0.10331695263422443,False,False
2025-06-04 09:20:00,333.4,334.56859353664083,334.8223027579732,-0.2537092213323717,-0.0921057940420432,-0.16160342729032853,False,False
2025-06-04 09:21:00,332.35,334.2272714540807,334.63916922034554,-0.4118977662648149,-0.15606418848659753,-0.25583357777821736,False,False
2025-06-04 09:22:00,332.2,333.91538353806834,334.45849001883846,-0.5431064807701205,-0.23347264694330214,-0.3096338338268183,False,False
2025-06-04 09:23:00,330.55,333.3976322245194,334.1689722396652,-0.7713400151458245,-0.3410461205838066,-0.4302938945620179,False,False
2025-06-04 09:24:00,328.25,332.60568880536255,333.73052985154186,-1.1248410461793128,-0.49780510570290787,-0.627035940476405,False,False
2025-06-04 09:25:00,329.25,332.0894289891529,333.39863875142765,-1.3092097622747474,-0.6600860370172759,-0.6491237252574715,False,False
2025-06-04 09:26:00,329.35,331.66797837543703,333.0987395846552,-1.4307612092181898,-0.8142210714574587,-0.6165401377607311,False,False
2025-06-04 09:27:00,329.35,331.3113663176775,332.82105517097705,-1.509688853299565,-0.9533146278258801,-0.5563742254736849,False,False
2025-06-04 09:28:00,329.3,331.0019253457271,332.56023626942317,-1.5583109236960695,-1.074313886999918,-0.48399703669615146,False,False
2025-06-04 09:29:00,329.4,330.7554752925383,332.32614469391035,-1.5706694013720721,-1.173584989874349,-0.3970844114977232,False,False
2025-06-04 09:30:00,330.9,330.777709862917,332.2205043462133,-1.4427944832963249,-1.227426888558744,-0.21536759473758083,False,False
2025-06-04 09:31:00,331.0,330.81190834554513,332.1300966168642,-1.318188271319059,-1.245579165110807,-0.0726091062082519,False,False
2025-06-04 09:32:00,330.7,330.7946916769997,332.0241635341335,-1.229471857133774,-1.2423577035154005,0.012885846381626598,True,False
2025-06-04 09:33:00,331.05,330.8339698805382,331.95200327234585,-1.1180333918076713,-1.2174928411738546,0.09945944936618334,False,False
2025-06-04 09:34:00,330.65,330.8056668219938,331.85555858550543,-1.0498917635116527,-1.1839726256414143,0.13408086212976156,False,False
2025-06-04 09:35:00,330.4,330.74325654168706,331.74773943102355,-1.0044828893364866,-1.1480746783804288,0.1435917890439422,False,False
2025-06-04 09:36:00,331.1,330.79814015065824,331.69975873242925,-0.9016185817710038,-1.098783459058544,0.19716487728754006,False,False
2025-06-04 09:37:00,331.4,330.89073397363387,331.6775543818789,-0.7868204082450347,-1.036390848895842,0.24957044065080725,False,False
2025-06-04 09:38:00,330.0,330.7536979776902,331.55329109433234,-0.7995931166421428,-0.9890313024451022,0.18943818580295935,False,False
2025-06-04 09:39:00,329.85,330.61466751958403,331.42712138364107,-0.8124538640570336,-0.9537158147674885,0.1412619507104549,False,False
2025-06-04 09:40:00,330.35,330.57394943964806,331.34733461448246,-0.7733851748344023,-0.9176496867808712,0.14426451194646894,False,False
2025-06-04 09:41:00,330.35,330.5394956797022,331.27345797637264,-0.7339622966704269,-0.8809122087587824,0.1469499120883555,False,False
2025-06-04 09:42:00,329.95,330.4488040366711,331.1754240521969,-0.726620015525782,-0.8500537701121824,0.12343375458640038,False,False
2025-06-04 09:43:00,329.0,330.22591110795247,331.01428152981197,-0.7883704218594971,-0.8377171004616454,0.04934667860214825,False,False
2025-06-04 09:44:00,328.55,329.9680786298059,330.8317421572333,-0.8636635274273772,-0.8429063858547918,-0.020757141572585347,False,True
2025-06-04 09:45:00,328.0,329.6652973021435,330.62198347891973,-0.9566861767762589,-0.8656623440390854,-0.09102383273717352,False,False
2025-06-04 09:46:00,328.3,329.4552515633522,330.4499847027035,-0.9947331393512968,-0.8914765031015277,-0.10325663624976911,False,False
2025-06-04 09:47:00,328.65,329.3313667074519,330.31665250250325,-0.985285795051368,-0.9102383614914958,-0.0750474335598722,False,False
2025-06-04 09:48:00,328.45,329.19577182938235,330.1783819467623,-0.9826101173799202,-0.9247127126691808,-0.05789740471073945,False,False
2025-06-04 09:49:00,327.9,328.9964223171697,330.0096129136688,-1.0131905964991006,-0.9424082894351647,-0.07078230706393585,False,False
2025-06-04 09:50:00,327.5,328.76620349914356,329.8237156608044,-1.0575121616608385,-0.9654290638802996,-0.09208309778053891,False,False
2025-06-04 09:51:00,327.5,328.57140296081377,329.65158857481885,-1.0801856140050745,-0.9883803739052547,-0.09180524009981983,False,False
2025-06-04 09:52:00,327.4,328.3911871206885,329.48480423594333,-1.0936171152548013,-1.0094277221751642,-0.08418939307963713,False,False
2025-06-04 09:53:00,326.25,328.0617737175057,329.245189107355,-1.1834153898493014,-1.0442252557099916,-0.1391901341393098,False,False
2025-06-04 09:54:00,325.35,327.64457776096634,328.95665658088427,-1.3120788199179287,-1.097795968551579,-0.21428285136634972,False,False
2025-06-04 09:55:00,326.6,327.48387349004844,328.7820894267447,-1.2982159366962378,-1.137879962180511,-0.1603359745157269,False,False
2025-06-04 09:56:00,326.65,327.3555852608102,328.6241568766154,-1.2685716158052287,-1.1640182929054546,-0.10455332289977415,False,False
2025-06-04 09:57:00,327.0,327.3008798360702,328.5038489598291,-1.202969123758919,-1.1718084590761475,-0.031160664682771566,False,False
2025-06-04 09:58:00,327.85,327.3853598612901,328.45541570354544,-1.0700558422553286,-1.1514579357119836,0.08140209345665506,True,False
2025-06-04 09:59:00,328.05,327.4876121903224,328.42538491069024,-0.9377727203678319,-1.1087208926431533,0.17094817227532144,False,False
2025-06-04 10:00:00,327.5,327.4895180071959,328.3568378802687,-0.8673198730728018,-1.0604406887290831,0.19312081565628136,False,False
2025-06-04 10:01:00,327.8,327.5372844676273,328.31559062987844,-0.7783061622511696,-1.0040137834335006,0.225707621182331,False,False
