2025-06-04 09:15:00,335.4
2025-06-04 09:16:00,335.1
2025-06-04 09:17:00,334.45
2025-06-04 09:18:00,334.5
2025-06-04 09:19:00,334.0
2025-06-04 09:20:00,333.4
2025-06-04 09:21:00,332.35
2025-06-04 09:22:00,332.2
2025-06-04 09:23:00,330.55
2025-06-04 09:24:00,328.25
2025-06-04 09:25:00,329.25
2025-06-04 09:26:00,329.35
2025-06-04 09:27:00,329.35
2025-06-04 09:28:00,329.3
2025-06-04 09:29:00,329.4
2025-06-04 09:30:00,330.9
2025-06-04 09:31:00,331.0
2025-06-04 09:32:00,330.7
2025-06-04 09:33:00,331.05
2025-06-04 09:34:00,330.65
2025-06-04 09:35:00,330.4
2025-06-04 09:36:00,331.1
2025-06-04 09:37:00,331.4
2025-06-04 09:38:00,330.0
2025-06-04 09:39:00,329.85
2025-06-04 09:40:00,330.35
2025-06-04 09:41:00,330.35
2025-06-04 09:42:00,329.95
2025-06-04 09:43:00,329.0
2025-06-04 09:44:00,328.55
2025-06-04 09:45:00,328.0
2025-06-04 09:46:00,328.3
2025-06-04 09:47:00,328.65
2025-06-04 09:48:00,328.45
2025-06-04 09:49:00,327.9
2025-06-04 09:50:00,327.5
2025-06-04 09:51:00,327.5
2025-06-04 09:52:00,327.4
2025-06-04 09:53:00,326.25
2025-06-04 09:54:00,325.35
2025-06-04 09:55:00,326.6
2025-06-04 09:56:00,326.65
2025-06-04 09:57:00,327.0
2025-06-04 09:58:00,327.85
2025-06-04 09:59:00,328.05
2025-06-04 10:00:00,327.5
2025-06-04 10:01:00,327.8
2025-06-04 10:02:00,327.95
2025-06-04 10:03:00,327.75
2025-06-04 10:04:00,327.75
2025-06-04 10:05:00,327.65
2025-06-04 10:06:00,327.5
2025-06-04 10:07:00,327.45
2025-06-04 10:08:00,327.7
2025-06-04 10:09:00,327.55
2025-06-04 10:10:00,328.35
2025-06-04 10:11:00,328.2
2025-06-04 10:12:00,328.1
2025-06-04 10:13:00,328.0
2025-06-04 10:14:00,327.4
2025-06-04 10:15:00,327.05
2025-06-04 10:16:00,326.8
2025-06-04 10:17:00,326.55
2025-06-04 10:18:00,327.2
2025-06-04 10:19:00,327.55
2025-06-04 10:20:00,327.4
2025-06-04 10:21:00,327.9
